Uniprote_IDs,uT01,uT02,uT03,uT04,uT05,uT06,uT07,uT08,uT09,uT10,FA01,FA02,FA03,FA04,FA05,FA06,FA07,FA08,FA09,FA10
Q9NVN8,106.7810669,108.8900833,117.8676605,116.7120209,116.8236237,124.6898499,125.0790787,113.6415482,140.2516479,126.1600342,66.92572021,74.67301178,76.61810303,78.6060257,69.99121857,101.2108231,34.71211624,86.3976593,85.35810852,94.83940887
Q9NVP1,255.0609589,207.0797729,280.4577026,257.4794617,271.4901123,227.5408936,297.7129517,338.8139343,310.9355469,317.7562256,212.3316193,286.379364,225.1830444,212.1624603,299.3713684,285.2592773,339.6361389,328.2832642,318.0939636,604.6207886
Q9NVP2,57.82371902,72.20598602,62.46006393,120.5003815,119.509346,57.22380829,59.06945419,58.9329567,76.92357635,86.0916748,89.55709839,58.89505386,117.6224747,49.07043076,102.3342819,54.94867706,95.53056335,77.99865723,70.0666275,99.19885254
Q9NVQ4,60.97825241,120.7243652,112.4665985,85.44961548,75.95890808,111.7635269,57.87362671,108.0759048,87.5850296,116.5233307,73.56801605,25.70988083,95.01358795,57.77915955,64.90002441,89.24343872,100.791481,97.68070221,60.92120743,75.04257965
Q9NVR2,17.12654114,22.51243591,12.89379406,15.45923519,24.58957291,19.20602417,29.82378769,22.51165581,30.42903137,26.53927231,32.35100937,20.36634827,20.73071289,40.6583519,41.03409576,21.04190063,33.1547699,59.68784714,23.9294548,19.01724243
Q9NVS2,60.02028275,36.40372849,25.88522911,28.73324966,28.22257614,25.31677437,29.5271244,24.5804882,35.81170654,28.49867439,49.61722183,42.46962738,40.42283249,31.75992966,34.29182053,38.93204498,23.75294495,28.84918594,21.7265625,33.41017151
Q9NVS9,96.31285858,108.6114883,112.1032562,110.4536819,70.77639008,112.3678436,113.5595322,124.7598114,124.8323669,121.4523468,88.47250366,104.4022675,100.4822922,110.3581467,105.6499481,105.7565536,130.8574677,126.2302704,68.49067688,116.4231339
Q9NVT9,76.73781586,78.40268707,75.34262848,74.23079681,67.37010956,78.31583405,39.78314209,79.50339508,86.01609039,77.96691895,73.97247314,68.57862854,75.77572632,72.81876373,52.02519989,84.00866699,66.51014709,46.48767471,62.96207809,50.23846436
Q9NVU0,46.20282745,17.8217411,16.34056854,21.6041832,16.16883659,16.81788445,51.2913475,26.1704483,34.05078888,53.57931137,36.53187943,16.83671379,42.24201584,76.13059235,17.8194294,15.84366035,22.07905006,2.732037306,63.52547836,77.13252258
Q9NVU7,63.25494385,58.63388443,71.34487152,79.3555603,69.62325287,67.71342468,52.98219681,60.76950455,95.60333252,89.0839386,45.17063141,66.60073853,87.76010895,57.96606064,62.36993027,71.48532104,101.7268753,91.11487579,94.20058441,129.4077759
Q9NVV4,34.32588959,39.3956337,44.92008591,44.35504913,37.73563004,42.78037643,48.23188019,43.03659439,61.27609253,57.89524078,26.17991066,37.4197731,41.48155975,38.12875748,39.71894073,32.18792725,51.71497345,30.19159698,42.03969574,46.02923965
Q9NVX2,124.7337952,117.7005005,120.4186783,115.9671631,117.2472076,118.8704376,131.4841156,163.0706024,124.2604141,108.5120087,126.6791992,132.5076294,114.6778717,117.7096176,121.190567,127.124939,128.3152924,124.195015,117.7590714,135.7041473
Q9NW08,16.47928047,18.38792419,19.76932526,11.00251389,9.956959724,15.77634335,19.90932655,14.42264366,22.01247025,34.06317902,9.384595871,13.58461571,Filtered,9.354901314,10.04734802,16.11336899,16.03558731,52.68621063,20.38095474,20.7367382
Q9NW13,83.94394684,60.56693268,71.43806458,71.35956573,84.10395813,62.3561821,81.66926575,77.21734619,86.54412079,87.85558319,41.45585251,75.98511505,56.69561005,42.48297501,66.31671906,66.66404724,80.23782349,83.38806915,79.64331055,179.2712097
Q9NW64,173.1505127,156.1920929,133.2590027,155.2245941,160.0814514,169.4841461,163.3677063,148.6760712,133.2135468,153.4409943,157.2271729,163.9526825,153.5104065,165.928421,156.3386688,151.7568359,105.4388275,172.7181091,155.9574585,148.3612976
Q9NW68,45.9648056,Filtered,Filtered,Filtered,26.51999092,Filtered,Filtered,Filtered,Filtered,Filtered,25.50321198,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q9NW81,24.66051102,28.88685989,24.22340584,Filtered,21.06902122,22.04856682,21.79048347,18.44193649,Filtered,Filtered,23.73794746,Filtered,Filtered,26.60286331,21.70124245,22.71422386,Filtered,Filtered,Filtered,Filtered
Q9NW82,124.4929733,83.27529907,135.7595978,144.164917,137.3899231,135.5535736,134.6302795,129.9702759,127.6508942,119.2391281,115.2961121,103.696579,115.761734,123.3829727,118.7591095,127.4009552,106.385231,124.014679,117.858902,95.31378937
Q9NWB6,140.4606018,109.9411392,151.2494965,138.7589874,156.9127197,134.9542847,147.1220703,47.24413681,109.7978745,84.6743927,162.2918854,146.1227112,153.1669922,88.59060669,154.0136261,154.0740356,121.5213089,119.4547043,101.7540054,104.8560944
Q9NWH9,64.89788818,69.82286835,73.04419708,83.68356323,64.82809448,78.03374481,69.06619263,132.8140564,83.41500854,49.59375,55.04489899,71.58764648,67.89378357,82.88191223,66.58734894,82.4992218,133.217926,28.259552,77.42011261,80.65853119
Q9NWS0,77.95193481,96.13911438,87.07878113,84.49765015,91.27763367,75.54447937,92.38391876,93.31838226,101.7186279,110.4682236,81.95855713,76.91483307,83.5737915,90.98135376,67.48745728,83.82432556,75.01057434,81.11169434,71.81159973,97.83303833
Q9NWT1,95.41260529,89.0490036,96.31058502,110.3291321,114.8391953,105.6874619,107.3857422,122.1760406,144.8929901,157.0842743,97.78211975,110.9483261,106.7491913,104.950592,117.512352,104.0118408,150.3740234,139.9467163,131.3649292,149.9893341
Q9NWU2,76.00085449,90.53761292,80.10297394,83.39467621,90.77822113,86.66873169,82.634758,51.12804794,92.98838806,116.252449,70.53578949,76.35786438,85.24506378,82.05199432,75.88813782,80.12823486,87.74813843,78.39162445,110.6304855,81.74926758
Q9NWU5,117.7803421,116.3797226,114.5929337,114.7702789,118.838295,117.6265259,132.8624878,112.1349182,115.4550552,118.0433884,111.0118103,135.3847809,114.9975281,115.8071136,143.1392822,112.3268585,106.8993454,105.3274841,116.9530869,122.7976456
Q9NWV4,62.59457397,66.36230469,61.3111763,61.88931656,51.4015274,62.06180573,57.86121368,41.18996429,53.58989334,Filtered,85.18927002,90.07513428,53.65420914,21.10666466,86.81837463,83.15835571,51.73064804,57.15413666,91.58863831,65.42901611
Q9NWV8,23.27843666,26.77625465,22.10487366,22.02954865,36.79058075,39.13402939,33.09098053,3.769324541,68.07684326,Filtered,20.3768692,34.34800339,24.50422287,33.43869019,31.55053139,17.36189651,35.85750961,Filtered,Filtered,61.91912079
Q9NWX5,44.90026093,41.75630188,51.71546555,56.82062149,53.37446213,56.42889023,72.4924469,44.74346542,73.42411041,76.04249573,25.42500877,29.31326485,34.40195465,32.02381897,36.38409805,39.47443008,39.51304626,49.67291641,43.94011307,35.37402344
Q9NWX6,64.75305176,72.83776855,61.07321167,56.76141357,57.91881561,60.1107254,86.9155426,81.10807037,58.810215,63.74860001,57.26111221,65.69958496,64.53481293,65.99005127,63.91948318,56.11326599,82.91818237,56.91706467,56.31224823,59.76589966
Q9NWY4,39.95632172,43.09624863,42.03097916,36.40690231,46.4366684,35.89344788,38.21247864,33.67700958,26.45974731,41.91436386,36.67722321,42.5798111,45.18944168,30.37942886,41.70097351,38.12115479,39.35933304,22.35680389,28.42484665,33.06327438
Q9NWZ8,36.25395966,56.46131897,43.38718414,56.07503128,50.88405609,43.35906219,61.47195435,67.83350372,59.5668335,58.51062775,35.79573822,44.38587189,45.87241364,48.04886627,43.84646225,49.08269501,70.5914917,81.2898941,83.12850952,63.88561249
Q9NX00,125.0130844,104.0784912,141.9450226,136.9448547,112.85466,116.6125793,108.3990173,82.92828369,99.88092041,83.53990936,108.3655243,138.8283234,122.1436539,104.5087585,133.5868073,123.7777786,106.364563,90.58268738,106.105217,105.670639
Q9NX08,23.42024612,28.69851494,42.38647842,33.306633,Filtered,41.13258743,43.62205887,29.53597641,44.84421539,Filtered,20.02330208,14.43549728,35.88217163,23.7696228,33.44343948,39.22663879,40.60402298,38.72804642,30.37489891,Filtered
Q9NX14,366.2963867,394.1392212,386.874939,340.788147,378.0247803,364.3667908,356.7209167,298.0682983,267.1787415,224.7643738,323.0447083,379.8296204,311.5612488,326.9699097,302.0301819,333.2169495,253.0071259,207.6506653,179.377533,265.4176025
Q9NX18,55.95843124,78.43789673,81.69146729,84.5380249,65.17193604,88.11649323,71.82752228,72.63795471,67.42166901,104.4377899,66.12928772,60.98958588,64.628479,75.84078217,71.51706696,67.18075562,103.9735947,84.7766571,80.6065979,66.01039124
Q9NX20,84.8163681,78.72756195,56.36653519,79.6506424,87.59596252,79.47239685,82.70514679,96.68556213,75.45811462,101.6166382,68.57021332,76.62309265,73.68157959,62.82174301,70.43736267,57.04655075,77.74695587,82.0788269,88.00753784,97.53594208
Q9NX24,220.4672546,232.7178497,222.2833252,242.5581665,267.4543457,246.6581879,247.9429016,235.0111694,267.4555054,285.7945251,237.1168823,258.9999695,127.515358,215.4720001,223.1828308,217.0035248,270.2991943,282.5581665,272.8902588,287.5470581
Q9NX40,235.5769501,136.4703064,225.0060425,201.4598541,223.2984009,134.6183777,130.8443146,218.573822,121.2279892,177.5977478,174.2544403,126.4132309,199.6789856,212.1887054,241.1424408,221.1304474,175.8039093,112.0788574,140.5379181,151.963562
Q9NX46,47.21577454,54.18642044,45.07435989,61.48380661,40.47291565,54.93490601,59.5445137,57.50281525,66.58524323,48.24773026,51.82981491,49.92329407,53.378685,54.33953094,51.72687531,53.91503143,61.69272995,72.37971497,46.22249603,66.94644928
Q9NX47,93.8812561,96.43757629,95.45964813,101.1078186,103.9793701,102.0797195,95.09095001,112.2967758,97.30783081,124.406723,65.18460846,82.05833435,92.67958069,84.03337097,84.76890564,101.1010208,109.6537628,121.1985092,103.3773804,105.2750778
Q9NX55,127.9889679,92.14775085,128.7221527,151.0034332,140.8294525,137.4889221,175.2735901,151.8348389,170.3564911,146.5461731,131.1104431,124.2398529,139.5242157,135.8907166,132.9279633,143.427887,147.8727112,161.1848755,151.7527313,124.0077133
Q9NX58,66.62945557,63.46496964,66.14207458,58.70235062,58.38670731,61.00374985,45.07191467,47.13125992,41.86699677,153.4774017,51.63909531,63.78107834,57.21647644,54.93688583,62.65987015,62.69945908,41.14302444,41.51469421,40.64369583,63.1242981
Q9NX61,Filtered,Filtered,8.082505226,Filtered,Filtered,10.93580151,9.672440529,Filtered,Filtered,9.182339668,Filtered,Filtered,Filtered,Filtered,6.49520874,7.068637848,5.076559544,Filtered,Filtered,Filtered
Q9NX62,120.8628235,127.4252014,164.3152618,152.5965424,121.1124573,134.1710205,155.0704956,153.7809448,126.0607605,167.4641724,131.8829193,139.1977844,137.2494049,139.2654724,126.3477783,126.0258179,131.4885406,142.9701538,113.2587585,116.2801666
Q9NX63,164.6810608,168.1884918,149.6085358,148.9513245,141.9873505,133.6506805,154.794754,111.6648102,108.2612991,88.86988831,164.205719,139.7751465,147.9767151,144.3605652,135.1184845,152.3444366,110.4637604,101.0489655,110.4558258,105.1716385
Q9NX74,59.68147659,70.96058655,73.61358643,67.71669006,68.4496994,71.66157532,60.85559845,72.79771423,82.07249451,79.14395142,56.43460083,66.09827423,65.53404236,57.5596199,69.31153107,78.03929138,78.75628662,94.20584869,84.25170898,89.94217682
Q9NXA8,7.903059483,22.34393883,9.996383667,Filtered,Filtered,Filtered,28.09510803,Filtered,Filtered,Filtered,32.02013016,Filtered,Filtered,85.11055756,10.49654007,76.01974487,34.97789001,Filtered,Filtered,Filtered
Q9NXC5,Filtered,12.51957798,Filtered,Filtered,Filtered,49.76351547,11.16865063,Filtered,79.26293945,Filtered,Filtered,Filtered,Filtered,Filtered,13.78169441,Filtered,Filtered,Filtered,18.23267937,Filtered
Q9NXE4,56.91731644,66.90766907,62.65374374,69.07097626,56.64030457,61.16049576,68.24077606,69.04906464,58.19320297,80.19564056,35.90005875,55.78366852,69.38988495,65.66699982,65.99761963,66.33020782,78.61146545,83.59226227,103.6564255,80.51434326
Q9NXE8,53.22591782,56.0871582,36.75933075,34.59579849,Filtered,36.1048851,71.60630035,8.974608421,Filtered,56.21599579,39.54041672,49.06996918,35.20838547,30.45350647,29.55685043,29.18683624,61.87355804,30.86252785,Filtered,Filtered
Q9NXF1,54.95919418,54.4870224,57.2396965,62.21154404,63.5918808,59.82265472,71.3098526,68.98661804,64.94908905,84.80432892,50.49752808,54.03921509,56.32783508,55.94139481,75.20157623,61.09355164,66.93751526,62.4110527,77.7556839,84.43991089
Q9NXG2,63.00688171,79.60912323,89.70366669,93.19848633,97.0141449,90.24979401,91.07381439,87.1295929,100.0812912,121.8656006,82.16388702,91.49880981,73.85915375,86.3117981,83.75273895,100.8876266,100.2554626,125.7480164,100.020546,119.3171844
Q9NXH9,180.258316,170.3156433,171.8654175,174.5133057,180.6318207,172.0909576,169.0232239,203.5225525,220.7263184,246.4416962,150.2760315,159.0338898,161.3813934,162.1879883,179.5351105,157.7882233,212.4023285,202.5884705,221.8239288,196.8512268
Q9NXR1,37.81295776,44.36102295,42.56778336,71.07286072,74.66947937,73.67436981,85.75948334,73.91560364,82.16664886,83.06019592,68.51352692,41.11910248,58.06687546,67.83314514,58.83360291,39.2887764,77.70870972,69.77355194,67.69416046,75.44387817
Q9NXR7,52.74321747,51.81618881,58.95140457,47.58535385,37.99931717,45.16122818,41.17041016,46.63998413,60.62572479,41.07748413,60.50286865,53.96517944,47.64194489,47.30331039,52.76003647,51.7166748,58.02166748,56.36890793,60.88843155,52.57757187
Q9NXS2,89.46705627,110.0448685,99.30355835,106.6260452,108.7262726,102.6748962,112.680687,116.9529266,151.6676941,131.0335236,96.34580994,108.6341324,111.4277802,98.81424713,106.7160187,114.4533539,115.9711533,111.802597,106.4338455,112.2625732
Q9NXV6,59.00257492,59.06949615,61.02964783,63.64592743,65.39167786,65.52119446,74.69024658,62.1656189,64.67753601,65.90713501,54.51708984,55.86501312,65.46901703,54.02548599,58.69422913,68.23731995,74.13541412,105.3945236,75.62042999,62.23653793
Q9NXW2,55.92942429,92.12093353,57.84640884,88.62619019,98.50969696,97.01748657,67.06889343,83.34223175,110.3617401,106.1817932,52.58190155,88.94703674,98.46781158,90.09815979,59.49089432,103.822403,76.68707275,81.92411804,71.23781586,112.2973251
Q9NY12,200.8733215,208.8703003,192.921463,208.8364563,224.3330536,204.6311798,389.48703,209.2927399,282.2663574,250.4007111,205.343277,203.2037964,204.3134155,193.5269165,201.7219849,229.0357056,247.3488617,248.7517242,430.9580994,298.7377014
Q9NY26,36.55121613,48.3970871,36.98522186,41.10689545,Filtered,33.87092209,Filtered,20.87422752,20.91584206,39.92407608,25.84448814,28.95913506,29.87260056,29.72525406,23.48306847,21.63562965,Filtered,Filtered,Filtered,16.00538826
Q9NY27,49.68991852,58.48291779,53.85573578,53.22750092,53.60139465,54.71336365,42.03378677,54.93434906,49.36316299,81.1383667,49.21971893,53.60992432,59.61743927,62.06874084,48.3258667,68.60206604,51.74320984,59.71481705,53.96849442,54.86030197
Q9NY33,157.0946198,171.0311127,175.6199799,175.0054932,168.9154663,170.7845612,179.246521,166.6664124,160.0386047,168.1105042,152.2458038,156.026001,167.3323212,167.0274963,173.1261597,174.2203369,169.0245361,181.5227814,171.4942627,165.1358337
Q9NY61,50.80992889,54.46513748,46.93939972,53.97723007,56.7039032,55.52601624,64.81892395,64.4520874,70.46660614,66.05982208,50.34008789,50.84943008,58.91359711,46.28585052,50.78505325,57.29370117,74.80953979,71.4849472,60.70473862,62.76130676
Q9NY93,282.4716492,252.652359,263.5278015,265.1154175,271.8902893,262.5286865,275.5852966,285.7365112,308.4118958,271.0597839,167.3284607,163.1638641,171.8416138,170.9536743,161.5403442,169.6095123,171.2550659,194.2973328,172.9976807,231.7212524
Q9NYA1,90.03095245,Filtered,90.50325775,113.8681488,107.4988708,104.9751358,114.5192261,Filtered,Filtered,127.098114,113.6865234,132.7329559,114.2667999,129.626297,118.8051834,Filtered,110.9795303,146.786438,132.9117737,140.569046
Q9NYB0,53.61734009,131.46138,51.84571838,69.37232971,132.0483704,58.34918213,66.62763977,49.42410278,66.98849487,72.05476379,56.53585052,56.04227448,65.36206055,62.16474533,90.27290344,74.51928711,108.0253754,75.56207275,80.29708862,54.38059998
Q9NYF8,237.5221863,232.0169067,226.1064606,236.0908813,216.8574066,203.4404449,219.1921387,173.9014282,140.0604706,92.16577148,233.6309814,232.1273804,229.0760498,225.655899,212.3445892,188.1187134,172.5323792,132.8812103,124.5624619,147.5503082
Q9NYH9,53.09814835,45.35445786,42.20006943,39.75824356,35.62406158,39.68756104,42.79825592,41.04410172,43.34542465,44.17773819,19.14070511,24.11992645,33.16100693,25.01653481,33.94186401,29.56413269,31.03416634,31.81259155,29.12951851,31.19312668
Q9NYJ1,48.10923767,48.69186401,20.77607155,30.5286274,56.8444252,36.25962067,65.68284607,56.92813492,21.16041183,2.244424105,30.86429977,50.85321808,47.23142242,Filtered,34.63632965,46.66785049,19.2919445,25.5423584,45.96326447,Filtered
Q9NYK5,153.5493011,94.75081635,98.59220886,177.9489594,105.6798325,148.762085,163.7265015,192.3434448,122.5110168,162.3839111,94.59040833,90.54503632,95.99292755,100.4062653,121.8916168,92.29660034,116.8700409,110.9874039,107.7295151,147.1507874
Q9NYL2,47.20248032,44.39261246,50.89760208,43.42508698,45.4830513,46.50157166,38.60894012,49.09031677,53.68188477,59.55589294,58.47278595,43.12897491,36.0226059,40.75341797,62.81889725,49.99366379,54.80931854,Filtered,50.04235458,68.3326416
Q9NYL9,253.9189453,261.2046814,250.0556335,248.7771301,224.4277344,261.7549438,273.5070496,251.4696045,273.1756897,253.7552338,234.353241,238.1994781,246.3677826,238.6707001,231.7667084,257.052124,248.7831879,303.3423767,247.4372101,248.4820709
Q9NYM9,39.57374191,39.70019913,40.29873657,41.88446426,35.15106964,45.79087067,42.16050339,32.71904373,41.72929382,40.86999512,39.84066772,39.39048386,38.94649887,26.60010719,40.06591797,38.76404953,37.88800812,40.19977188,31.40855408,42.36613846
Q9NYU2,157.2112427,146.2413483,143.4691467,143.2295532,145.4761963,159.5062866,162.7498474,174.9886932,171.7079773,215.2648926,153.6796265,150.3149261,161.3390045,142.0576782,174.2886963,142.0256348,169.7528534,171.416153,194.6569977,175.9006348
Q9NYV4,59.75830078,70.01300812,83.37213898,71.21928406,80.20555115,74.116539,69.99207306,84.97277069,79.25030518,113.2881317,51.51165771,69.61404419,66.43922424,70.96920776,55.01846695,79.16983795,75.3540802,74.63077545,70.7039566,71.43786621
Q9NYV6,19.78140068,174.6153564,41.85536194,76.12970734,Filtered,57.04289246,92.33372498,46.52861786,45.89463043,132.6483765,66.98834229,91.79096985,41.62710571,82.61080933,48.42736053,47.1722641,44.15450287,48.36069489,222.6632843,34.92889023
Q9NYY8,102.5619659,111.1910477,106.6575012,107.595787,112.2839127,109.2495041,113.9779587,138.0174255,125.4470291,158.1909485,95.62525177,80.1294632,111.1591415,108.2226181,105.374176,79.7375946,112.5848083,98.92601013,127.717514,119.3500595
Q9NZ01,147.5146637,172.1046753,157.9814301,142.1066742,156.3623047,173.7664642,144.9694061,142.9334869,134.6723633,130.695755,179.1471558,164.3598328,156.4751282,160.4998932,147.9142151,160.0963898,138.5058899,139.1712036,138.4387512,139.6325531
Q9NZ08,49.92869949,57.22636032,62.7299614,59.44580078,74.90132904,58.22978973,67.67751312,77.70851135,72.04967499,67.48973846,51.46218109,56.94224167,70.39874268,81.70398712,68.05256653,67.23139954,78.72613525,76.20020294,83.65987396,67.52735901
Q9NZ32,42.93602371,44.38243484,47.68874359,42.70674133,41.8395462,50.85568237,47.14007187,41.47792816,49.39709091,51.75479126,32.41936493,39.60704803,50.77491379,42.25001907,48.03093338,43.6532402,45.20041656,58.36424255,74.59481812,36.53312683
Q9NZ45,345.4673767,215.6326294,314.2163696,216.1136932,320.7053223,219.2798004,301.4977417,324.3187866,338.697876,301.8505859,267.7427979,334.9623413,316.9537659,250.9317627,336.861145,223.0377502,225.2087097,334.4177246,304.4700317,323.6536255
Q9NZ63,103.9862442,62.55783463,156.6559296,72.29586792,68.05956268,178.0403595,85.39052582,79.10949707,90.39298248,83.17653656,60.62611008,60.3703804,65.94393158,57.26335144,65.03958893,49.34667969,75.74133301,91.3363266,75.85385132,60.16455078
Q9NZA1,223.5349121,124.9492798,230.4118347,163.0712433,225.5860138,135.3981171,158.0025787,168.8340149,164.3079529,176.4165955,149.384964,160.0742493,165.6455536,144.203125,136.3859863,132.0390167,181.0728302,197.9526672,163.0701599,309.6894836
Q9NZB2,104.7020874,105.5609818,103.3677368,110.4938126,107.588089,106.4342804,116.9480133,121.6196442,131.0031281,129.3560486,95.93787384,111.83078,106.6407242,109.3881912,104.7022095,114.0897446,119.6790771,133.8785706,118.9782562,133.7213287
Q9NZD2,26.21972847,Filtered,40.52707672,14.93471718,60.14226151,16.79984283,22.97318268,Filtered,Filtered,19.96765137,19.18377113,18.49597931,20.04727364,61.45385361,Filtered,13.48005295,11.97641659,17.49197769,92.58532715,52.41798401
Q9NZD8,103.5265121,118.6050415,121.385994,98.27789307,101.7495804,98.11252594,72.80607605,97.4557724,101.6774902,98.7461853,52.71511841,57.64705658,125.5611572,68.28077698,99.55542755,57.78119659,104.5124512,94.35014343,100.1173553,118.7508621
Q9NZI7,34.41952133,57.86667633,41.60108948,50.03085327,51.1002121,56.36280441,56.49723053,57.41682434,47.79451752,46.2730751,42.66342545,52.18834686,53.43344498,42.44371033,42.99836731,46.42858505,61.30984497,53.40460205,65.33335876,62.47509003
Q9NZI8,305.6497192,262.4059448,291.0309753,285.0302429,288.9547424,278.7883606,297.6585999,301.2280884,292.9051514,309.3082275,270.8866577,286.0027161,297.5631104,261.8365173,290.1125793,310.458313,292.3125305,308.4843445,324.7661438,345.4844666
Q9NZJ0,Filtered,32.10302734,28.22045326,20.37169647,35.50438309,19.48262215,21.95364189,14.32854557,Filtered,Filtered,8.015566826,16.42176247,Filtered,18.05979919,13.69592285,106.4971924,Filtered,Filtered,Filtered,Filtered
Q9NZJ6,25.58455467,34.72378922,39.20500946,Filtered,45.45207214,37.59729004,33.00758743,41.90237808,Filtered,Filtered,154.1466827,31.7877655,39.48369217,Filtered,36.33667755,43.47146988,42.92303467,55.72398758,53.4473877,42.83117294
Q9NZJ7,81.53598022,130.304184,104.4184799,116.7818909,120.2863235,143.4366608,175.8835449,59.8336792,119.4196854,110.8805695,121.0827026,174.518219,109.2424469,122.973259,165.6019745,133.9175568,93.27961731,127.1711426,116.3617859,123.3478394
Q9NZJ9,74.86468506,128.066803,80.9098587,Filtered,Filtered,83.89437866,63.17516327,146.4532013,48.38943481,186.7021637,71.75927734,49.15443802,49.82204819,91.50951385,85.015625,90.456604,69.21025085,64.26450348,51.44665527,48.13002777
Q9NZL4,130.145874,140.7912903,142.1941071,132.2355194,147.6147461,131.2528839,130.2080383,159.975174,170.7421875,188.7152863,124.6383209,129.6466675,145.3809967,138.6382751,129.9578552,126.4782562,169.6870422,173.697876,193.6875,136.459671
Q9NZL9,562.4046631,525.8389893,526.6416016,531.7927246,553.6541138,546.6217041,534.0650635,538.8217773,624.7578125,595.7147827,561.9190674,537.8525391,582.1942749,499.1842651,569.3666382,560.5374756,548.9434204,645.5727539,661,548.0598145
Q9NZM1,332.7651978,394.4907532,347.2442932,402.8055725,369.2421875,345.763031,389.902771,406.7065735,410.1308594,419.3646545,348.1461792,355.9103394,364.529541,349.9924011,369.3867798,356.5253906,403.4208984,435.4839783,387.1766663,399.4794617
Q9NZM5,122.2827682,122.6214142,147.8812561,114.9398575,115.5228806,111.3171616,112.9248428,108.4399872,108.8947983,109.0839844,82.77703857,83.61095428,78.49536133,80.82289124,78.61378479,85.79286194,132.3912354,87.11752319,103.0790024,99.55355072
Q9NZN3,87.94584656,95.86299896,97.22674561,164.4616241,96.82038116,164.7944641,98.25097656,92.91596985,95.69898987,86.78168488,83.57015991,97.6255722,99.27300262,101.166626,169.9742889,173.1204834,103.9216156,177.6281738,183.8903351,103.2281418
Q9NZN4,180.6185455,167.0652466,190.2616425,193.1728821,211.8018188,188.0684204,202.3456726,217.2635803,180.7965851,238.4716187,175.1895599,181.3413086,182.1685181,170.5057831,194.8403625,191.4413757,237.4682922,215.1783447,216.7141876,232.2996979
Q9NZN8,85.47229004,66.71617889,70.24713135,94.51789856,95.26690674,92.6523056,95.2678833,90.61763763,77.00283051,107.3345642,72.7428894,61.15633392,62.98197556,46.27235031,66.94115448,97.91853333,83.19550323,138.8929901,72.14097595,102.3166199
Q9NZQ3,41.9116745,49.27791214,54.40611649,50.41691971,48.32040405,55.75973511,52.73397827,52.3457489,60.7117424,81.69258881,34.16008759,49.11840057,53.46205902,50.32539368,25.92708969,36.49116898,65.64546204,72.76203918,64.2358551,68.73197937
Q9NZT2,117.3519135,92.92106628,92.22758484,93.32522583,88.72246552,111.0070572,105.3983688,79.70298767,124.9520264,88.27878571,80.79253387,85.19085693,83.86077881,81.96430969,87.82801819,85.49510193,75.53460693,101.3754883,120.7482529,76.9280014
Q9NZW5,90.80051422,87.86699677,98.43358612,101.7539444,113.2797928,95.02822876,111.6017532,105.5497131,124.7252045,109.3127518,80.15434265,84.81183624,82.72569275,86.01681519,79.96926117,99.71382904,95.27124023,101.0524216,93.70172119,102.6416397
Q9NZZ3,76.91989899,128.9837646,108.4835052,101.17379,101.005127,113.4503174,109.1346207,110.6259613,113.5203476,118.9910202,95.41401672,95.63379669,88.13397217,111.091217,95.70776367,113.9889297,114.5735779,100.9587936,106.7624893,117.9526138
Q9P000,68.69836426,77.03944397,71.55141449,73.73493958,74.89984131,72.39546967,65.58251953,70.65657043,78.11672974,79.4750824,60.24402237,65.92163849,62.40345383,69.71582031,55.47292709,72.13669586,68.75413513,68.21004486,64.48885345,61.54411316
Q9P003,475.742157,420.1711731,455.0010071,475.7367554,497.2535095,467.7136841,437.3268433,490.6344604,559.875061,502.2133179,464.5257263,232.9768677,489.9194946,416.2314758,536.2368164,469.9972839,526.4882202,473.1111755,277.0813904,519.2572021
Q9P013,79.215271,71.63944244,72.3480835,68.19950867,66.93112946,78.30455017,72.59048462,63.02182007,107.866539,110.0495758,73.74807739,71.04754639,64.51074982,73.32995605,66.60631561,66.1977005,54.18148422,60.53790665,46.6139183,64.1625824
Q9P015,133.5773315,147.3819122,152.0041046,147.2525787,170.4765778,87.32725525,117.0709534,122.353569,118.3779526,121.0520554,127.2692337,84.4339447,124.6010132,107.0010834,83.88457489,91.91598511,88.56959534,103.5241699,130.934967,223.371582
Q9P016,81.86508942,49.72155762,83.21613312,Filtered,79.28356934,70.78831482,81.80773926,99.8679657,96.50011444,97.32833862,52.87667084,81.50675201,76.92468262,82.80630493,65.55607605,82.69735718,50.83296585,93.95935059,82.2011795,85.06646729
Q9P021,58.46924973,66.78626251,55.49594879,52.92624664,70.22312927,64.50486755,64.80924988,61.0586319,58.33924103,62.69376755,63.43825912,54.98436356,54.18222427,54.08917999,56.25679398,57.824543,61.56586838,60.57547379,60.58561325,52.06759262
Q9P031,14.90186787,40.04724884,30.7882843,17.65510368,Filtered,23.99929237,17.37349892,25.10019302,20.93180847,23.30244064,10.45815754,17.64339447,Filtered,Filtered,9.874290466,17.19475365,Filtered,Filtered,Filtered,27.11332321
Q9P032,60.1450119,73.8756485,64.95884705,70.08325195,68.56024933,60.70637131,62.65023422,64.63037109,69.09280396,99.84302521,71.59672546,66.27183533,71.01714325,78.25827026,69.47019958,97.50550079,72.87162781,72.56807709,75.70898438,58.85660934
